task_index	phase	seed	parent_kind	parent_id	score_anchor_id	continuum_target_id	analysis_partition	source_table	source_table_sha256	source_row_sha256	source_execution_table	source_execution_row_sha256	target_wavelength_um	lsf_node_global_index	lsf_node_index	lsf_quadrature_weight	lsf_profile	target_resolving_power_R	wavelength_um	instrument	source_segment	native_run_id	model_input_representation	conversion_before_aggregation	aggregated_representation	wavelength_file	wavelength_file_sha256	field_pair_id	spatial_config	zoom_token	nx	ny	expected_fov_au	expected_pixel_au	expected_cdelt_deg	legacy_comparator	known_n1201_gate_exception	aperture_name	east_arcsec	north_arcsec	aperture_radius_arcsec	model_index	model_label	mass_factor	envelope_size_exponent	cavity_tag	requested_half_opening_deg	cavity_h0_token	cavity_r0_token	cavity_exponent_token	mdot_token	inclination_deg	envelope_amin_um	envelope_amax_um	accepted_packets	rt_sed_method	processes_per_task	openmp_threads	parameter_role	parameter	parameter_sha256	temperature_file	temperature_file_sha256	temperature_role	dust_role	optical_coverage_role	direct_scoring_role	task_workdir	task_row_sha256
10	field_pilot	52001	continuum_support	h2o_continuum_red_q80		h2o_continuum_red_q80	h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	c9ffa67f5fdea62a3080b12357ed271905801e50652d17765e53b184c008c766			3.5984826141459596	27	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	3.5984826141459596	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/continuum_support/h2o_continuum_red_q80/node02.lambda	645496d95c1925661b52f0374a539587284eeb93f2c69c6c91d5d1d4f0d9c2cf	s52001_continuum_support_h2o_continuum_red_q80_n02	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_continuum_reconstruction	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t010_legacy_n1201_h2o_continuum_red_q80_n02_s52001	10d143bff8dee6a3b6bb694454735a2a00970e39fa9df19c3a5ee416cf1d3d26
11	field_pilot	52002	logical_target	h2o_3um_v3_w006	h2o_3um_v3_w006		h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	004a066982db005ca3a789c1e17279ca8be14991ce71a05934aff7de29e1becd			3.0764795490679795	25	0	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	3.0749247259775636	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/logical_target/h2o_3um_v3_w006/node00.lambda	540aaf71ff5aa769254fdac60769cd5207d108bf03ac4bda30c107ea674e2694	s52002_logical_target_h2o_3um_v3_w006_n00	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_core_convergence	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t011_legacy_n1201_h2o_3um_v3_w006_n00_s52002	b5aa605986ae632e5e9e25778b9ba85b42772519a25f916366c43fb5abbf8594
12	field_pilot	52002	logical_target	h2o_3um_v3_w006	h2o_3um_v3_w006		h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	a4793ff3fcd8d8e3fd0ada1e94a62ad97a68a0951dc172fdb6f9b1fdd1848872			3.0764795490679795	26	1	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	3.0757416908330226	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/logical_target/h2o_3um_v3_w006/node01.lambda	a9ad385155cf7108cfe2826e50f4a79066a845fc381755296a3acbb5982b4e2b	s52002_logical_target_h2o_3um_v3_w006_n01	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_core_convergence	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t012_legacy_n1201_h2o_3um_v3_w006_n01_s52002	1ceb26bc26b3f25243a105335e9dfe05c26d5c08625b88b193a84b4e4532094d
13	field_pilot	52002	logical_target	h2o_3um_v3_w006	h2o_3um_v3_w006		h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	2cc093809e70c4e77232f365a7f4d89ee53d9c5dd9799984dc81bed364faca58			3.0764795490679795	27	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	3.0764795490679795	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/logical_target/h2o_3um_v3_w006/node02.lambda	ccda11e0440c3d2374e801ae505d1627e1529bc086bd9713d80ef5869fa4f24e	s52002_logical_target_h2o_3um_v3_w006_n02	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_core_convergence	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t013_legacy_n1201_h2o_3um_v3_w006_n02_s52002	6ea5e8d8b89b187ad9add8b3c269331766afa7f88f87220e4f1b4fdbe253da0a
14	field_pilot	52002	logical_target	h2o_3um_v3_w006	h2o_3um_v3_w006		h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	e459a139569d4ee8cb624870710d06b116b3c2e96cd7acd7ccb2bfc8524774aa			3.0764795490679795	28	3	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	3.0772175843122009	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/logical_target/h2o_3um_v3_w006/node03.lambda	046a3feec39160659a011b17fa1ff833439b5ae55f1474bc49cc04a7e03b9ab5	s52002_logical_target_h2o_3um_v3_w006_n03	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_core_convergence	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t014_legacy_n1201_h2o_3um_v3_w006_n03_s52002	7f48f1fcc06f99b109b50fc18802cb9f601e0eb5d9459565280e27ce0b4b4e62
15	field_pilot	52002	logical_target	h2o_3um_v3_w006	h2o_3um_v3_w006		h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv	bc54da8f9e376921527db29400677e165b6e2f4aed158fd3aaa5162a66b325a7	67272680c0f1525635170018329acacc6fc62d5d179ab1b314a2213fa5732201			3.0764795490679795	29	4	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	3.0780351583483214	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/logical_target/h2o_3um_v3_w006/node04.lambda	aca6087756645b6fb996c8799536f2e3d3c1900b5324313521836f7b13d8061e	s52002_logical_target_h2o_3um_v3_w006_n04	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_core_convergence	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t015_legacy_n1201_h2o_3um_v3_w006_n04_s52002	7b84fd9cd4d74d3ed00e0e14af2bacb03b73539e22659ed9a59fc7e018566b85
16	field_pilot	52002	continuum_support	h2o_continuum_blue_q20		h2o_continuum_blue_q20	h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	cf78524a52bff46c783b6daa34e429ecc7b565780603d8706b22ff47608426cc			2.5747747777204344	2	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	2.5747747777204344	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/continuum_support/h2o_continuum_blue_q20/node02.lambda	3f2e21b1cee344aa246cbd4a5236c60c2d928c11e1bae94709d4cc6a5fab49c3	s52002_continuum_support_h2o_continuum_blue_q20_n02	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_continuum_reconstruction	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t016_legacy_n1201_h2o_continuum_blue_q20_n02_s52002	f07ba7750fca7ce70e99f2eb23659d53970b939f831908c461db51149af27822
17	field_pilot	52002	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	805de01f55f335c3c38b14f88d0bbdc3abbf81db2fc5cf90b9f3cdcee3efef45			2.6122960249124896	7	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6122960249124896	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/continuum_support/h2o_continuum_blue_q50/node02.lambda	0e84cf42d019b3ce7e6fc4b3a1dcf0b0a714d3cf2c881c3522bad8daa6144c6a	s52002_continuum_support_h2o_continuum_blue_q50_n02	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_continuum_reconstruction	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t017_legacy_n1201_h2o_continuum_blue_q50_n02_s52002	05b9de535c50571da0deac879cd13c54a822fcbf5f806cba8cffd6e3fe889fbd
18	field_pilot	52002	continuum_support	h2o_continuum_blue_q80		h2o_continuum_blue_q80	h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	893bb333938fd1da7d2a260030fba579f5baa119dcd31caf5c803dadb4573796			2.649991809092044	12	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	2.649991809092044	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/continuum_support/h2o_continuum_blue_q80/node02.lambda	e1c7b3832787a15afc6d4999881341ec18cfc666e70d3224d5b183584b95f689	s52002_continuum_support_h2o_continuum_blue_q80_n02	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_continuum_reconstruction	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t018_legacy_n1201_h2o_continuum_blue_q80_n02_s52002	ce0b4154e212894afdc199bdc5ec637f85ac5af81fc20b83b8be3743002b450f
19	field_pilot	52002	continuum_support	h2o_continuum_red_q20		h2o_continuum_red_q20	h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	d187e663a6dde07bff9f6652e8498f09c0dff8f6b02d93bb44b01a4a963bfa3f			3.549182441347746	17	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	3.549182441347746	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/continuum_support/h2o_continuum_red_q20/node02.lambda	8357429de9ad63cd1f793ad6f75351717c66ee992861eebebcddda0c2e0e0c6c	s52002_continuum_support_h2o_continuum_red_q20_n02	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_continuum_reconstruction	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t019_legacy_n1201_h2o_continuum_red_q20_n02_s52002	63a76cbbf5a3d589056a4bb18ca8e672d926c4ba487baf8753c1791203c7bafc
20	field_pilot	52002	continuum_support	h2o_continuum_red_q50		h2o_continuum_red_q50	h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	0c12ceff0a9cceec18551b835b18d1efb88f1220a11c5efa034c826745f3ce84			3.5744323010028149	22	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	3.5744323010028149	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/continuum_support/h2o_continuum_red_q50/node02.lambda	6e1d7a4449544f7c599611a3f686861c29391687e12a2d6688b12a50c3dd67df	s52002_continuum_support_h2o_continuum_red_q50_n02	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_continuum_reconstruction	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t020_legacy_n1201_h2o_continuum_red_q50_n02_s52002	e20c9464144914d2d68b40d2b5eec1146ef088e7aaa3155242e2a220868d6cb9
21	field_pilot	52002	continuum_support	h2o_continuum_red_q80		h2o_continuum_red_q80	h2o_field_pilot_convergence	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	c9ffa67f5fdea62a3080b12357ed271905801e50652d17765e53b184c008c766			3.5984826141459596	27	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	3.5984826141459596	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/field_pilot/continuum_support/h2o_continuum_red_q80/node02.lambda	645496d95c1925661b52f0374a539587284eeb93f2c69c6c91d5d1d4f0d9c2cf	s52002_continuum_support_h2o_continuum_red_q80_n02	legacy_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	True	component_scattered_star:convolution_flux_loss_lt_1e-4	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	h2o_selected	jwst_mcfost/runs/h2o_3um_method2_screen_v3/parameters/h2o_selected_rt.para	53e7d2af20d3803c95144bc0809885d44da2324ffb8e6800d228c85b67412cdc	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	selected_h2o_disjoint_dhs_screening_dust	inside_h2o_optical_constants	pilot_continuum_reconstruction	jwst_mcfost/runs/h2o_3um_method2_screen_v3/tasks/field_pilot/t021_legacy_n1201_h2o_continuum_red_q80_n02_s52002	597cc0d9e13b42aebeb7f9955736b11c5a11be87dbeca77bc649f5aeca9e3ea8
